name,style,brewery,beer name (full),description,abv,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
rosee d'hibiscus,herb and spice beer,brasserie dieu du ciel,brasserie dieu du ciel rosee d'hibiscus,"notes:rosee d’hibiscus is a delicate wheat beer with a floral and lightly acidic character. its beautiful pink colour comes from the hibiscus flowers used in the brewing process. a perfumed aroma invokes fresh pink grapefruit and the pleasing texture persists nicely. a refreshing, quenching ale perfect for hot summer days & nights.\t",5.9,5,40,19,39,8,7,61,57,0,46,114,23,44,3.874183,3.797386,3.75,3.789216,3.759804,306
ta henket,herb and spice beer,dogfish head brewery,dogfish head brewery ta henket,"notes:for this ambitious liquid time capsule, we used ingredients and traditions plucked from egyptian hieroglyphics.ta henket is brewed with an ancient form of wheat and loaves of hearth-baked bread, and it's flavored with chamomile, dom-palm fruit and middle eastern herbs. to ferment this earthy ancient ale, sam and friends traveled to cairo, set out baited petri dishes and captured a native egyptian saccharomyces yeast strain.7 ibu\t",4.5,5,40,7,25,15,10,80,56,2,46,55,26,60,3.25,3.490385,3.471154,3.355769,3.365385,52
poor richard's tavern spruce ale,herb and spice beer,yards brewing co.,yards brewing co. poor richard's tavern spruce ale,"notes:based on franklin’s original recipe, which called for barley, molasses, and essence of spruce, our tavern spruce is as approachable and engaging as was the man himself. we source blue spruce clippings from a local organic farmer, steeping them in the kettle to create this one-of-a-kind deep amber ale.\t",5,5,40,7,24,11,24,37,3,1,16,86,12,62,3.704698,3.818792,3.560403,3.687919,3.550336,149
hitachino nest real ginger ale,herb and spice beer,kiuchi brewery,kiuchi brewery hitachino nest real ginger brew,"notes:marketed as ""real ginger brew"" in the usa.ginger ale is brewed using fresh fragrant raw ginger.malts: marris otter, munich, crystal, chocolatehops: chinook, perle, styrian goldingadjuncts: raw ginger\t",8,5,40,14,23,25,22,56,11,1,15,28,105,61,3.730114,3.701705,3.670455,3.661932,3.525568,176
jaw-jacker,herb and spice beer,arcadia brewing company,arcadia brewing company arcadia jaw-jacker,"notes:this spiced amber-wheat ale is our celebration of the arrival of autumn. using the finest malted barley and a small amount of wheat for mouthfeel, jaw-jacker displays a brilliant orange-amber color, despite the absence of pumpkin in the recipe. the addition of cinnamon, all-spice, and nutmeg (in the exact proportions of a family pumpkin pie recipe) creates a refreshingly spicy, season brew.\t",6.5,5,40,8,42,8,11,22,25,0,85,16,123,53,3.540323,3.479839,3.334677,3.28629,3.310484,124
mandarin nectar,herb and spice beer,alpine beer company,alpine beer company mandarin nectar,notes:fresh organic orange zest and cracked coriander complement the orange blossom honey used in this ale. like a mountain breeze through the citrus trees. 1.060 og 6 ibu\t,6.5,5,40,14,38,6,38,100,97,0,112,77,17,80,3.314286,3.664286,3.585714,3.371429,3.478571,70
el mole ocho,herb and spice beer,new holland brewing company,new holland brewing company new holland el mole ocho,"notes:our exploration into the flavors of mole, the legendary sauce of central mexico. malty aroma and rich, cocoa-laden body laced with an invigorating tinge of dries chilies and coffee.\t",10,5,40,11,106,43,56,132,34,0,47,29,100,128,3.679487,3.645299,3.542735,3.649573,3.384615,117
applehead,herb and spice beer,shipyard brewing co.,shipyard brewing co. applehead,"notes:applehead is a crisp, refreshing wheat ale with a delightful apple aroma and subtle cinnamon flavor.\t",4.5,5,40,26,22,6,4,114,105,0,109,7,52,47,3.136364,2.727273,2.909091,2.909091,2.772727,11
baladin nora,herb and spice beer,birrificio le baladin,birrificio le baladin baladin nora,"notes:this egyptian inspired brew is spiced with ginger, myrrh, and orange peel ... very complex.\t",6.8,5,40,18,32,21,26,54,57,0,63,48,60,56,4.037037,3.898148,4.046296,4.12037,4.083333,108
bison organic gingerbread ale,herb and spice beer,bison brewing,bison brewing bison organic gingerbread ale,notes:20 ibu\t,6,5,40,8,31,6,19,13,9,0,12,12,68,68,3.730088,3.730088,3.415929,3.486726,3.473451,113
mexican chocolate stout,herb and spice beer,copper kettle brewing company,copper kettle brewing company mexican chocolate stout,"notes:gold medal winner at great american beer fest - herb and spice category. a rich black ale with roasted malt flavors blended with bittersweet chocolate, our own blend of three mexican chili peppers and cinnamon.\t",7,5,40,5,103,25,24,66,8,0,7,10,152,77,4.125,3.875,3.875,4.375,4.125,4
bison organic honey basil,herb and spice beer,bison brewing,bison brewing bison organic honey basil,notes:this bison classic brew is infused with honey for a hint of sweetness and aroma. fresh organic basil lends a slight herbal note and a hint of basil - a perfectly refreshing brew.,6,5,40,21,28,4,17,67,17,0,20,109,18,59,3.571429,3.625,3.607143,3.598214,3.633929,56
rude elf's reserve,herb and spice beer,allentown brew works,allentown brew works rude elf's reserve,notes:,10.5,5,40,7,44,46,8,65,27,0,49,12,157,30,3.795455,3.840909,3.522727,3.545455,3.568182,22
underlig jul,herb and spice beer,nøgne ø - det kompromissløse bryggeri a/s,nøgne ø - det kompromissløse bryggeri a/s underlig jul,"notes:15°p, 30 ibu.also sold as ""peculiar yule"".ingredients: maris otter, munich, caramel, and chocolate malt; columbus and cascade hops; 5 different spices, english ale yeast, and our local grimstad water\t",6.5,5,40,14,51,24,44,60,21,0,32,81,178,92,4.139785,4.11828,3.903226,3.924731,3.736559,93
lemon tea ale,herb and spice beer,mill street brew pub,mill street brew pub mill street lemon tea ale,"notes:sunset-coloured (orangey-amber) slightly sweet, malty palate with dry lemon-tea finish. beer made with addition of black tea leaves and lemon in aging tank. very smooth and quenching; unfiltered.\t",5,5,40,15,38,13,19,31,98,0,92,100,8,68,3.508333,3.383333,3.516667,3.433333,3.633333,60
ginger beard,herb and spice beer,wychwood brewery company ltd,wychwood brewery company ltd ginger beard,notes:,4.2,5,40,12,44,27,19,72,23,3,25,34,126,43,3,3.5,3.25,3,3,2
red/white christmas,herb and spice beer,mikkeller aps,mikkeller aps red/white christmas,notes:a combination between a british red ale and a belgian wit bier.\t,8,5,40,10,31,27,57,55,91,1,85,100,42,60,3.764706,4.308824,3.882353,3.764706,3.75,34
la meulebfm (brasserie des franches-montagnes),herb and spice beer,bfm brasserie des franches-montagnes,bfm brasserie des franches-montagnes la meule,"notes:la meule, blond ale with sage, frankly bitter with a subtle bouquet.\t",6,5,40,21,38,5,19,39,92,0,62,82,46,27,3.828947,3.881579,3.671053,3.75,3.651316,76
nor'easter lager,herb and spice beer,thomas hooker brewing company,thomas hooker brewing company thomas hooker nor'easter lager,"notes:brewed to celebrate winter in new england, nor'easter lager possesses a hearty malt flavor delicately accented by mild winter spices.16 ibu\t",6,5,40,10,40,17,18,76,44,0,47,27,63,84,3.463636,3.663636,3.627273,3.554545,3.527273,55
sculpin,ipa - american,ballast point brewing company,ballast point brewing company ghost pepper sculpin,notes:originally named northstar ipa. debuted in 2005.\t,7,50,70,20,34,12,69,43,53,0,72,92,4,28,3.5,4,3.5,2.5,3,1
60 minute ipa,ipa - american,dogfish head brewery,dogfish head brewery 60 minute ipa,"notes:60 minute ipa is continuously hopped -- more than 60 hop additions over a 60-minute boil. (getting a vibe of where the name came from?)60 minute is brewed with a slew of great northwest hops. a powerful but balanced east coast ipa with a lot of citrusy hop character, it's the session beer for hardcore enthusiasts!60 ibu\t",6,50,70,17,26,6,56,14,40,0,44,75,3,24,3.996768,3.966061,4.006667,4.11899,4.172727,2475
torpedo extra ipa,ipa - american,sierra nevada brewing co.,sierra nevada brewing co. sierra nevada torpedo extra ipa,"notes:from the brewery ... sierra nevada torpedo ale is a big american ipa; bold, assertive and full of flavor and aromas highlighting the complex citrus, pine and herbal character of whole-cone american hops.\t",7.2,50,70,10,44,11,57,31,37,0,43,107,6,38,4.019961,4.170527,4.029571,4.113849,4.104485,2029
celebration fresh hop ipa,ipa - american,sierra nevada brewing co.,sierra nevada brewing co. sierra nevada celebration ale,"notes:fresh hop ale; no spices.we first brewed celebration ipa in the winter of 1981. each year, we use only the first fresh hops of the growing season to create this complex and robust ale. layered pine and citrus hop aromas balance delicately against rich, malt sweetness to shape this bold wintertime classic.\t",6.8,50,70,19,38,15,66,28,24,0,25,92,5,47,4.082333,4.225167,4.076,4.19,4.168667,3000
a little sumpin' sumpin' ale,ipa - american,lagunitas brewing company,lagunitas brewing company a little sumpin' sumpin' ale,"notes:brewed with 50% wheat malt; willamette, santiam, amarillo, cascade, centennial, chinook, and columbus hops. this special ale is something fairly new under the sun. it's got a lot of wheat, it's rich with hops, it finishes dry. we've watched with some amusement as the internet beer rating sites argues over how to 'classify' it. we're in the camp with japhy ryder when he declares to ray smith that ""comparisons are odious!"" you ever notice how everything has to be today's version of yesterday's whatever. well, whatever. sometimes we wonder what the world would be like if everything was perceived for what it is, and not what it reminds you of. the sun would rise everyday as if for the first time, you'd wake as if newly born, you'd see your lover next to you anew, the air would smell like flowers, work would be like the first day back in school, a beer would make your eyes roll back in your head in ecstasy... well, maybe not... but you get the idea.....way smooth and silky with a nice wheatly-esque-ish-ness. a truly unique style featuring a strong hop finish on a silky body. a hoppy pale wheat ale that is great for ipa fans but so smooth that the hefeweizen fans dig it too.64 ibu\t",7.5,50,70,15,32,14,58,23,56,1,69,100,2,65,4.208235,3.995882,4.031765,4.216471,4.219412,850
jai alai ipa,ipa - american,cigar city brewing,cigar city brewing jai alai ipa,"notes:jai alai, a game native to the basque region of spain, is played on a court called a fronton. jai alai players attempt to catch a ball using a curved mitt whilst the ball travels at speeds up to 188 mph! proving they have a sense of humor the spanish dubbed this game, with its ball traveling at race car speeds, ""the merry game."" tampa was once home to a bustling jai alai fronton but sadly all that remains of jai alai in the tampa bay area is this india pale ale that we brew in tribute to the merry game. the india pale ale style of beer has its roots in the ales sent from england to thirsty british troops in india during the 18th century. pair jai alai india pale ale with beef empanadas, deviled crabs and other spicy dishes.65 ibu\t",7.5,50,70,21,34,8,44,35,58,0,73,51,10,33,4.00077,4.121726,4.045455,4.106317,4.115562,649
centennial ipa,ipa - american,founders brewing company,founders brewing company founders centennial ipa,"notes:get ready to bask in the glory of the frothy head’s floral bouquet. relish the citrus accents from the abundance of dry hopping. this one’s sweet, yet balanced. malty undertones shake hands with the hop character for a finish that never turns too bitter.65 ibu\t",7.2,50,70,12,28,14,64,30,37,0,47,85,4,44,4.087455,4.056272,4.018638,4.13405,4.146237,1395
all day ipa,ipa - american,founders brewing company,founders brewing company founders all day ipa,"notes:the beer you’ve been waiting for. keeps your taste satisfied while keeping your senses sharp. an all-day ipa naturally brewed with a complex array of malts, grains and hops. balanced for optimal aromatics and a clean finish. the perfect reward for an honest day’s work and the ultimate companion to celebrate life’s simple pleasures.formerly endurance - all day ipa.\t",4.7,50,70,16,16,2,38,16,24,1,30,54,1,25,4.066667,3.766667,3.955556,3.922222,4.1,45
hopdevil,ipa - american,victory brewing company,victory brewing company hopdevil ale,"notes:bold, spicy and menacingly delicious, this american-hopped ipa offers an aromatic punch and follows through with a lasting, full-bodied finish\t",6.7,50,70,13,27,5,61,42,26,0,30,89,10,69,3.995656,4.09318,4.019114,4.143788,4.114683,2302
blind pig,ipa - american,russian river brewing company,russian river brewing company blind pig ipa,"notes:full-bodied, very hoppy, with citrus, pine, fruity notes and a nice dry, bitter finish!original gravity: 1.058color: copperbitterness: medium\t",6.25,50,70,45,37,7,80,38,69,4,94,140,1,33,4.353199,4.187993,4.160386,4.30894,4.36021,1141
furious,ipa - american,surly brewing company,surly brewing company furious,"notes:a tempest on the tongue, or a moment of pure hop bliss? brewed with a dazzling blend of american hops and scottish malt, this crimson-hued ale delivers waves of citrus, pine and caramel-toffee. for those who favor flavor, furious has the hop-fire your taste buds have been screaming for.\t",6.7,50,70,11,24,5,57,45,48,0,54,96,3,61,4.374592,4.27165,4.200572,4.379902,4.336601,1224
lunch,ipa - american,maine beer company,maine beer company lunch,"notes:our “east coast” version of a west coast-style ipa. intense hop flavors and aromas of tropical and citrus fruits and pine dominate. a subtle malt sweetness brings the beer into balance.lunch is a special whale that has been spotted off the maine coast since 1982. she has what looks like a bite taken out of her fin, which adds to her unique character. we dedicate this beer to her determination and persistence.keep on swimming!\t",7,50,70,26,54,15,64,56,79,0,97,102,5,49,4.36612,4.286885,4.128415,4.311475,4.325137,183
fresh squeezed ipa,ipa - american,deschutes brewery,deschutes brewery fresh squeezed ipa,"notes:this mouthwateringly delicious ipa gets its flavor from a heavy helping of citra and mosaic hops. don't worry, no fruit was harmed in the making of this beer.60 ibu\t",6.4,50,70,16,41,4,62,46,54,1,67,85,3,41,3.625,3.875,3.75,3.625,3.5,4
